



































































































3 of 10 bots unlocked.
2 of 10 environments unlocked.



         432134 function calls (423152 primitive calls) in 14.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      373    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:318(__exit__)
      427    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      236    0.001    0.000    0.002    0.000 font_manager.py:1032(score_family)
      650    0.001    0.000    0.002    0.000 transforms.py:123(invalidate)
        1    0.000    0.000    0.002    0.002 gridspec.py:14(<module>)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3431(<listcomp>)
       22    0.000    0.000    0.002    0.000 axis.py:448(_get_text2)
        1    0.000    0.000    0.002    0.002 brain.py:51(Send_To_Simulator)
        1    0.000    0.000    0.002    0.002 evaluation.py:57(Store_In_Database)
        3    0.002    0.001    0.002    0.001 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.002    0.002 afm.py:38(<module>)
      962    0.000    0.000    0.002    0.000 numeric.py:433(asarray)
     3094    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      174    0.000    0.000    0.002    0.000 transforms.py:793(unit)
       96    0.000    0.000    0.002    0.000 ticker.py:1889(_staircase)
        1    0.000    0.000    0.002    0.002 database.py:190(Add_Evaluation)
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
       22    0.000    0.000    0.002    0.000 axis.py:570(_get_text2)
       14    0.000    0.000    0.002    0.000 patches.py:41(__init__)
        1    0.000    0.000    0.002    0.002 artist.py:1217(get_setters)
      472    0.002    0.000    0.002    0.000 pyrosim.py:1550(_send)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3358(<listcomp>)
      182    0.000    0.000    0.002    0.000 transforms.py:819(from_extents)
       40    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
       88    0.000    0.000    0.002    0.000 traceback.py:282(line)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.002    0.002 graphviz.py:11(<module>)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        2    0.000    0.000    0.002    0.001 _base.py:946(_gen_axes_spines)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
       10    0.000    0.000    0.002    0.000 _base.py:960(<genexpr>)
      176    0.001    0.000    0.002    0.000 transforms.py:1965(rotate)
        1    0.000    0.000    0.002    0.002 graphviz.py:13(swig_import_helper)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        8    0.000    0.000    0.002    0.000 spines.py:485(linear_spine)
       74    0.000    0.000    0.002    0.000 path.py:96(__init__)
        1    0.000    0.000    0.002    0.002 synapses.py:34(Send_To_Simulator)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
      132    0.000    0.000    0.002    0.000 lines.py:1149(set_markerfacecolor)
       66    0.000    0.000    0.002    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.002    0.002 dbapi2.py:23(<module>)
        7    0.000    0.000    0.002    0.000 patches.py:484(draw)
       15    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:956(_cache_bytecode)
       66    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
      305    0.000    0.000    0.002    0.000 synapse.py:30(Send_To_Simulator)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
     2096    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x10aaa5050}
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
      473    0.001    0.000    0.002    0.000 transforms.py:2354(__init__)
        5    0.001    0.000    0.001    0.000 {built-in method posix.read}
      124    0.001    0.000    0.001    0.000 {method 'commit' of 'sqlite3.Connection' objects}
     19/1    0.000    0.000    0.001    0.001 node.py:235(Send_Joints_To_Simulator)
      249    0.001    0.000    0.001    0.000 functools.py:37(update_wrapper)
        4    0.000    0.000    0.001    0.000 axis.py:1015(_update_ticks)
      953    0.001    0.000    0.001    0.000 transforms.py:161(set_children)
       17    0.000    0.000    0.001    0.000 joint.py:48(Send_To_Simulator)
      473    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       54    0.000    0.000    0.001    0.000 __init__.py:961(_open_file_or_url)
  970/650    0.001    0.000    0.001    0.000 transforms.py:134(_invalidate_internal)
       12    0.001    0.000    0.001    0.000 artist.py:1125(<listcomp>)
        8    0.000    0.000    0.001    0.000 spines.py:36(__init__)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4012(parseImpl)
       48    0.000    0.000    0.001    0.000 ticker.py:1870(_validate_steps)
        4    0.000    0.000    0.001    0.000 backend_agg.py:409(get_renderer)
      367    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      592    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
      160    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
       60    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
      300    0.000    0.000    0.001    0.000 pyrosim.py:1278(send_synapse)
       96    0.000    0.000    0.001    0.000 shape_base.py:236(hstack)
      390    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 cycler.py:41(<module>)
     1265    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.dot}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      592    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
      299    0.000    0.000    0.001    0.000 font_manager.py:850(_json_decode)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5028(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5057(makeHTMLTags)
        2    0.000    0.000    0.001    0.001 population.py:178(Retrieve_Robot_Locked_Statuses)
        2    0.000    0.000    0.001    0.001 population.py:200(Set_Robot_Locked_Statuses)
        1    0.000    0.000    0.001    0.001 database.py:439(Delete_Non_Reinforced_Evaluations)
        1    0.000    0.000    0.001    0.001 colors.py:61(<module>)
      500    0.000    0.000    0.001    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
       20    0.000    0.000    0.001    0.000 population.py:188(Robot_Locked)
      394    0.000    0.000    0.001    0.000 figure.py:55(_stale_figure_callback)
        2    0.000    0.000    0.001    0.001 figure.py:280(__init__)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
       20    0.000    0.000    0.001    0.000 database.py:1788(Robot_Is_Locked)
        2    0.001    0.001    0.001    0.001 backend_agg.py:81(__init__)
      300    0.000    0.000    0.001    0.000 pyrosim.py:1310(send_developing_synapse)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:961(set_data)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1564(_parseCache)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        4    0.001    0.000    0.001    0.000 {built-in method _sqlite3.connect}
     4066    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      202    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
      309    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
     2021    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 population.py:67(Choose_Defender)
        1    0.000    0.000    0.001    0.001 simulation.py:14(__init__)
      712    0.000    0.000    0.001    0.000 abc.py:137(__instancecheck__)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
       96    0.000    0.000    0.001    0.000 transforms.py:2027(scale)
        1    0.000    0.000    0.001    0.001 brain.py:1(<module>)
      118    0.000    0.000    0.001    0.000 re.py:185(sub)
      236    0.001    0.000    0.001    0.000 font_manager.py:1111(score_weight)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
      431    0.000    0.000    0.001    0.000 copy.py:268(_reconstruct)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4916(srange)
        1    0.000    0.000    0.001    0.001 imp.py:219(load_module)
        1    0.000    0.000    0.001    0.001 imp.py:330(load_dynamic)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:686(_load)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:536(_code_to_timestamp_pyc)
      808    0.001    0.000    0.001    0.000 transforms.py:1725(__init__)
     8287    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       74    0.000    0.000    0.001    0.000 path.py:193(_update_values)
        1    0.000    0.000    0.001    0.001 synapses.py:124(Send_SH)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 node.py:1(<module>)
        8    0.000    0.000    0.001    0.000 spines.py:164(register_axis)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
     6399    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       17    0.000    0.000    0.001    0.000 joint.py:70(Compute_Joint_Normal)
     1846    0.001    0.000    0.001    0.000 transforms.py:83(__init__)
       40    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      132    0.000    0.000    0.001    0.000 lines.py:1163(set_markerfacecoloralt)
       13    0.000    0.000    0.001    0.000 enum.py:633(<listcomp>)
        4    0.000    0.000    0.001    0.000 _base.py:2899(tick_params)
      313    0.000    0.000    0.001    0.000 transforms.py:1870(__init__)
      236    0.001    0.000    0.001    0.000 font_manager.py:1093(score_stretch)
       96    0.000    0.000    0.001    0.000 shape_base.py:283(<listcomp>)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
      178    0.000    0.000    0.001    0.000 enum.py:815(__and__)
        1    0.000    0.000    0.001    0.001 _layoutbox.py:16(<module>)
     6063    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x11b2866a8}
     2194    0.001    0.000    0.001    0.000 enum.py:525(__new__)
       44    0.000    0.000    0.001    0.000 patches.py:285(_set_facecolor)
       15    0.000    0.000    0.001    0.000 population.py:194(Robot_Shown_Recently)
       88    0.000    0.000    0.001    0.000 docstring.py:122(<lambda>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3613(parseImpl)
      500    0.001    0.000    0.001    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
       15    0.000    0.000    0.001    0.000 database.py:1814(Robot_Shown_Recently)
        1    0.000    0.000    0.001    0.001 texmanager.py:48(TexManager)
     5192    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     2400    0.001    0.000    0.001    0.000 inspect.py:2797(<genexpr>)
      712    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      256    0.001    0.000    0.001    0.000 enum.py:69(__setitem__)
     3176    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       66    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3102(ArrowStyle)
        2    0.000    0.000    0.001    0.000 database.py:52(Is_New_Database)
       15    0.001    0.000    0.001    0.000 {built-in method marshal.dumps}
      674    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
       17    0.000    0.000    0.001    0.000 numeric.py:1600(cross)
      132    0.000    0.000    0.001    0.000 lines.py:1044(set_linestyle)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4156(parseImpl)
      108    0.000    0.000    0.001    0.000 deprecation.py:237(finalize)
      288    0.000    0.000    0.001    0.000 shape_base.py:11(atleast_1d)
     2278    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        6    0.000    0.000    0.001    0.000 patches.py:636(__init__)
     5811    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      236    0.000    0.000    0.001    0.000 font_manager.py:1055(<listcomp>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
       30    0.000    0.000    0.001    0.000 abc.py:125(__new__)
        4    0.000    0.000    0.001    0.000 axis.py:1853(_get_pixel_distance_along_axis)
       39    0.000    0.000    0.001    0.000 __init__.py:1563(_add_data_doc)
     5594    0.001    0.000    0.001    0.000 artist.py:728(get_animated)
        4    0.000    0.000    0.001    0.000 _base.py:3142(set_xlim)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1843(__add__)
     3374    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 category.py:12(<module>)
     1047    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      464    0.000    0.000    0.001    0.000 artist.py:916(<listcomp>)
        6    0.000    0.000    0.001    0.000 figure.py:460(_set_dpi)
     1187    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      451    0.000    0.000    0.001    0.000 artist.py:1204(_replace_path)
      175    0.000    0.000    0.001    0.000 patches.py:698(_convert_units)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
      178    0.000    0.000    0.001    0.000 transforms.py:1025(__init__)
     1592    0.000    0.000    0.001    0.000 artist.py:1225(is_alias)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3803(parseImpl)
